spp_name, ott_id, broken_taxon, mrca_of_descendents, in_synth_tree
Pleurobrachiidae,747323,-,-,T
Hypsibiidae,864429,-,-,T
Glenodiniopsis steinii,363132,-,-,T
Peridinium cf. umbonatum,167181,-,-,T
Chlamydomonas sp. CRP7,879096,-,-,F
Proceropycnis pinicola,3852781,-,-,T
Colpoda steinii,194416,-,-,T
Onuphidae,1025751,T,mrcaott42379ott140961,T
Cylindrocarpon sp.,5346495,-,-,T
Chytriomyces hyalinus,319497,-,-,T
Preussia subticinensis,894426,-,-,T
Pseudonotohymena antarctica,7529046,-,-,T
Bracteacoccus minor,1086851,-,-,T
Eutypella cerviculata,945941,-,-,T
Bacillus sp. UST050418-421,851636,-,-,F
Ignavibacterium sp. enrichment culture clone JAC34,None,-,-,F
Chroomonas sp. NIES-3913,5924006,-,-,F
cf. Athelopsis sp. UC2022932,5984161,-,-,T
Lineidae,971430,-,-,T
Lumbricillus pagenstecheri complex sp. A MJK-2016,7486884,-,-,T
Taphrinales,698728,-,-,T
Neodevriesia coryneliae,5697143,-,-,T
Oryzomicrobium terrae,5904059,-,-,T
Oceaniserpentilla haliotis,586828,-,-,T
Mallomonadaceae,112623,-,-,T
Coprinellus pellucidus,656216,-,-,T
Pseudo-nitzschia delicatissima,15561,-,-,T
Desulfovibrio sp. ZIRB-2,244055,-,-,T
Paraglaciecola aestuariivivens,7031913,-,-,T
Spelobia bifrons,168191,-,-,T
Bryum pseudotriquetrum,899857,-,-,T
Claroideoglomus claroideum,560914,-,-,T
Ochrobactrum sp. M15,915323,-,-,F
Thecotheus holmskjoldii,282992,-,-,T
Desulfovibrio butyratiphilus,358507,-,-,T
Alicyclobacillus disulfidooxidans,369219,-,-,T
Geobacillus sp. enrichment culture clone T25,5199775,-,-,T
Chishuiella sp. YIM 102668,5886475,-,-,F
Roseinatronobacter sp. 34079,7026117,-,-,F
Flavisolibacter sp. MDT2-37,937739,-,-,T
Agrobacterium rhizogenes,5898446,-,-,T
Peridinium balticum,475777,-,-,T
Nitzschia frustulum,651473,-,-,T
Macrobiotus sp. Macro_07_110,768112,-,-,F
Tricholoma ustaloides,718298,-,-,T
Chlamydomonas leiostraca,732579,-,-,T
Pezizella discreta,862112,-,-,T
Poterioochromonas malhamensis,297021,-,-,T
Candidatus Hemipteriphilus asiaticus,5900989,-,-,F
Psychrobacter alimentarius,1058110,-,-,T
Cyclosalpa polae,521578,-,-,T
Sphingomonas sanguinis,57467,-,-,T
Chaetoceros sp. SS628-11,5397960,-,-,F
Austrobdella californiana,936342,-,-,T
Neosiphonia confusa,4012607,-,-,T
Heterocephalacria arrabidensis,638507,-,-,T
Filobasidium chernovii,947849,-,-,T
Paraurosomoida indiensis,1035175,-,-,F
Hymenobacter sp. x4r7,5886297,-,-,F
Diaporthe charlesworthii,5708907,-,-,T
Acaulospora punctata,527127,-,-,T
Prorodon teres,1010083,-,-,T
Pellidiscus pallidus,122487,-,-,T
Psathyrella panaeoloides,806437,-,-,T
Victivallaceae,987171,-,-,T
Acidiphilium sp. PA-H7,5253077,-,-,F
Flavobacterium luticocti,5886871,-,-,T
Ulocladium sp. BLE7,287368,-,-,T
Alkalilimnicola ehrlichii,879652,-,-,T
Myrtapenidiella eucalyptigena,7512227,-,-,T
Leucosporidium sp. 1 RB-2011,253152,-,-,F
Taphrina johansonii,898229,-,-,T
Capnodium sp. FF-2011,5221603,-,-,F
Ktedonobacter sp. enrichment culture clone CTBE CDB1001C06,None,-,-,F
Sporosarcina sp. RS232,520299,-,-,F
Haloarcula sp. LV_22B54,5603980,-,-,F
Niveitalea solisilvae,5383429,-,-,T
Conexibacter sp. 977,5651970,-,-,F
Naegleria fowleri,641874,-,-,T
Erwinia sp. 142J,5626617,-,-,F
Gliophorus laetus,632428,-,-,T
Blastococcus sp. CB 286511,5879655,-,-,F
Sphingomonas sp. BR5-22,55421,-,-,T
Pseudoteratosphaeria stramenticola,860882,-,-,T
Tethya hibernica,99623,-,-,T
Formosa sp. Hel3_A1_48,5234663,-,-,F
Sarcostroma bisetulatum,355970,-,-,T
Cortinarius cf. trivialis src611,18568,-,-,T
Glottidia pyramidata,463354,-,-,T
Claussenomyces sp.,173233,-,-,T
Clostridium botulinum,407605,-,-,T
Clostridium sp. DY192,1011840,-,-,T
Rosacea sp. 1 BO-2009,470402,-,-,F
Sporobacterium olearium,399841,-,-,T
Klebsormidium sp. AH1,5923089,-,-,F
Frankiales,856863,T,ott5246105,T
Prorocentrum sipadanense,5655417,-,-,T
Humicola fuscoatra,338533,-,-,T
Alternaria hyacinthi,968626,-,-,T
Bartramiopsis lescurii,430938,-,-,T
Bacillus thermolactis,134598,-,-,T
Streptomycetaceae,700213,T,mrcaott73ott292,T
Eunotiaceae,111917,-,-,F
Cyclocyprididae,934575,-,-,T
Caldithrix abyssi,4019027,-,-,T
Emplectonema gracile,395064,-,-,T
Barssia oregonensis,528348,-,-,T
Falcomonas sp. CRY1V,5580252,-,-,F
Bacillus sp. S3-36,5243683,-,-,F
Heterourosomoida lanceolata,996742,-,-,T
Blastococcus sp. MJAU D0034,5879704,-,-,F
Planococcus sp. N-21,284712,-,-,T
Oxytricha granulifera,650724,-,-,T
Blastococcus sp. CB 286510,5879654,-,-,F
Urbanus simplicius,663022,-,-,T
Nanomia cara,945668,-,-,T
Alphaproteobacteria,683449,T,mrcaott89ott79418,T
Nitzschia sp. AnM0026,4024529,-,-,T
Clavularia inflata,797476,-,-,T
Rhizophydium sp. JEL317,1085359,-,-,F
Alternaria embellisia,392286,-,-,T
Erythrobacter sp. 8.048,171778,-,-,T
Siphonophorae,711116,-,-,T
Eupolymnia heterobranchia,258835,-,-,T
[Candida] dendrica,377458,-,-,T
Synedra sp.,437656,T,mrcaott154604ott429716,T
Chaetoceros tenuissimus,499041,-,-,T
Gaetbulibacter aquiaggeris,5886894,-,-,T
Microvirga sp. GP0613,5381965,-,-,F
Acaulospora delicata,510379,-,-,T
Spiribacter sp. SP10B,7032668,-,-,F
Rubricoccus marinus,949081,-,-,T
Dothideomycetes,346120,T,ott971709,T
Niveispirillum fermenti,1023273,-,-,T
Amphidiniopsis cf. kofoidii BB3,6384048,-,-,T
Bdellovibrio sp. S1,5904296,-,-,F
Chlamydomonas hedleyi,263678,-,-,T
Fusarium nematophilum,12506,-,-,T
Luteimonas sp. A13(2011),79852,-,-,T
Ferrimicrobium sp. Mc9Kl-1-4,1015986,-,-,F
Verrucaria devensis,144840,-,-,T
Naganishia globosa,4107285,-,-,T
Septoria cf. alpicola PDD 105475,5714352,-,-,T
Cytophaga xylanolytica,686972,-,-,T
Trametes hirsuta,581130,-,-,T
Acaulium acremonium,573017,-,-,T
Solirubrobacter taibaiensis,5234733,-,-,T
Hyalidae,575014,-,-,T
Crassatellidae,827232,-,-,T
Clostridium sp. 6-31,545278,-,-,T
Cyclocanna welshi,358499,-,-,T
Thalassotalea litorea,7032121,-,-,T
Holostichidae,2992,-,-,F
Ferrimicrobium sp. Mc9KL-1-9,1015985,-,-,T
Microscypha ellisii,5309560,-,-,T
Navicula sp. BOLD:AAO6950,4024581,-,-,F
Cryptosporangiaceae,201800,-,-,T
Lecythophora sp. C52,5220129,-,-,F
Chloridium sp. TMS-2011,822277,-,-,F
Pfiesteriaceae,594794,-,-,F
Geothrix sp.,427472,-,-,T
Hephaestia sp. DUSK 48,5901270,-,-,F
Desulfarculus baarsii,81303,-,-,T
Chlamydomonas kuwadae,203546,-,-,T
Eurotiales,800595,-,-,T
Blastococcus sp. GB5,753758,-,-,T
Herbaspirillum sp. 9NM-7,266653,-,-,T
Novosphingobium arabidopsis,4780991,-,-,T
Hemiselmis virescens,801162,-,-,T
Pelobacter sp. enrichment culture clone SB3-12,None,-,-,F
Navicula sp. AT-145.08,4024586,-,-,T
Portibacter sp. KC69,5887242,-,-,T
Enterobacter sp. C6-6,128271,-,-,T
Fayodia gracilipes,387024,-,-,T
Sterigmatomyces hyphaenes,88399,-,-,T
Alkalibacter saccharofermentans,749244,-,-,T
Thamnophyllis discigera,4013572,-,-,T
Pogonatum dentatum,263967,-,-,T
Nitrospirales,66275,T,mrcaott6117ott105428,T
Desulfovibrio sp. VKM B-2200,700439,-,-,T
Leucoagaricus sardous,3819024,-,-,T
Skermanella aerolata,481150,-,-,T
Saccharomycetaceae,989994,-,-,T
Psychromonas sp. EM0411,348629,-,-,F
Mycosphaerella fimbriata,404583,-,-,T
Chondria sp. ARS-2010,1065226,-,-,F
Preussia intermedia,170910,-,-,T
Entoloma sp. TRTC150975,903886,-,-,T
Leptosporomyces galzinii,330729,-,-,T
Ulocladium sp. 0312TES35I3,5713484,-,-,T
Pedobacter metabolipauper,398529,-,-,T
Nocardioides sp. MSL 21,199170,-,-,T
Porphyrobacter tepidarius,574386,-,-,T
Azovibrio restrictus,161281,-,-,T
Galiicola pseudophaeosphaeria,5978372,-,-,T
Powellomyces sp. NBRC 105427,574527,-,-,F
Ulva clathratioides,512413,-,-,T
Stenhelia sp. Greenland-RJH-2007,14263,-,-,T
Achromobacter sp.,749161,-,-,T
Cynodon dactylon,927435,-,-,T
Alistipes sp. ZOR0009,5615636,-,-,F
Cryptomonas loricata,336527,-,-,T
Uroleptus pisces,379304,-,-,T
Eutrombicula splendens,5927684,-,-,T
Fistulifera pelliculosa,525510,-,-,T
Aspergillus petersonii,5695914,-,-,T
Amphisiella magnigranulosa,996741,-,-,T
Didymella pinodes,287816,-,-,T
Viridilobus marinus,4029112,-,-,T
Ophiostoma canum,260222,-,-,T
Sulfuriflexus mobilis,5906013,-,-,T
Paenibacillaceae,68433,-,-,T
Skeletonema menzellii,322452,-,-,T
Clostridium sp. N300V,108232,-,-,F
Paraphysomonas bandaiensis,289601,-,-,T
Krasilnikovozyma huempii,91855,-,-,T
Cycloclasticus pugetii,915395,-,-,T
Candidatus Paracaedibacteraceae,5900983,-,-,T
Hypogymnia vittata,253516,-,-,T
Erythrobacter xanthus,5901184,-,-,T
Preussia africana,170921,-,-,T
Dacrymycetaceae,234863,T,ott17233,T
Bacillus endophyticus,69388,-,-,T
Phyllodocida,153423,T,mrcaott519ott17816,T
Septofusidium berolinense,3756138,-,-,T
Mallomonas akrokomos,97212,-,-,T
Stachybotrys subsylvatica,6380077,-,-,T
Meseres corlissi,802625,-,-,T
Ochromonas distigma,294973,-,-,T
Capitella sp. FP-2009,62890,-,-,F
Rutiderma apex,634813,-,-,T
Lindtneria sp. TL-2014a,5683573,-,-,F
Preussia sp. JK81,197688,-,-,T
Leptopharynx bromelicola,23622,-,-,T
Ktedonobacteria,818896,-,-,T
Nephasoma abyssorum,161043,-,-,T
Rhodobacter sp. 7A-384,5640588,-,-,F
Tomentella sp. T1374,445916,-,-,F
Mucilaginibacter sp. JSC-R3-522-12,518070,-,-,F
Scopalina ruetzleri,738874,-,-,T
Streptomyces aomiensis,921303,-,-,T
Ochromonas danica,898588,-,-,T
Gambierdiscus australes,733605,-,-,T
Tuberaceae,526210,-,-,T
Marininema mesophilum,473549,-,-,T
Oxytricha sp. Ox_L1,4030830,-,-,T
Tangfeifania diversioriginum,4767763,-,-,T
Nocardioides marinquilinus,534595,-,-,T
Glarea lozoyensis,1018166,-,-,T
Steccherinum ochraceum,633641,-,-,T
Rhodopseudomonas sp. enrichment culture clone CS1,None,-,-,F
Pedospumella sinomuralis,5579158,-,-,T
Rhinocladiella sp.,1088384,T,ott971709,T
Clostridium sp. Clone-44,930208,-,-,T
Rhodotorula sp. JCM8162,5679182,-,-,F
Nocardia farcinica,259179,-,-,T
Crella elegans,373942,-,-,T
Hydnobolites cerebriformis,608978,-,-,T
Achlya flagellata,98177,-,-,T
Acinetobacter johnsonii,989462,-,-,T
Chitinophaga sp. AS20-54,5887144,-,-,F
bacterium SOSP1-0,4795891,-,-,T
Desulfobotulus sapovorans,968913,-,-,T
Prosthecomicrobium sp. enrichment culture clone a113,None,-,-,F
Heterohartmannula fangi,285871,-,-,T
Ulva fasciata,531753,-,-,T
Lachnum virgineum,178976,-,-,T
Bacillus rubiinfantis,5366966,-,-,T
Lentinus tigrinus,685638,-,-,T
Clostridium sporogenes,16605,-,-,T
Ninoe nigripes,140962,-,-,T
Rhinocladiella sp. YH-2009a,189780,-,-,F
Byssonectria fusispora,626393,-,-,T
Granulosicoccus sp. CMS377,655837,-,-,T
Flavobacterium sp. NDS_0-7,5614873,-,-,F
Ganoderma resinaceum,908427,-,-,T
Anthoxanthum aristatum,845985,-,-,T
Aleuria aurantia,880971,-,-,T
Paenibacillus sp. R12-2,632508,-,-,T
Cellulomonas sp. LZB056,5992019,-,-,F
Marinibaculum pumilum,5900715,-,-,T
Thermoleophilum album,1033517,-,-,T
Oceanospirillales,193053,T,mrcaott103ott33958,T
Pelagomonadales,1017793,-,-,T
Pleurotus purpureo-olivaceus,333861,-,-,T
Gomphonema narodoense,5433976,-,-,T
Rosulabryum capillare,366369,-,-,T
Pythium nodosum,167441,-,-,T
Biddulphiopsis titiana,613427,-,-,T
Aspergillus westerdijkiae,553578,-,-,T
Notiocoelotes orbiculatus,6169541,-,-,T
Syndinium turbo,151120,-,-,T
Pteris vittata,687383,-,-,T
Desulfuromonadaceae,726990,T,mrcaott11138ott11151,T
Candidatus Scalindua marina,266473,-,-,T
Dokdonia sp. HMF2319,5614423,-,-,F
Chelativorans multitrophicus,372798,-,-,T
Spirochaeta sp. MWH-HuW24,1036737,-,-,T
Parviterribacter sp.,5885967,-,-,T
Pseudomonas hussainii,5282955,-,-,T
Hemiptera,603650,-,-,T
Rhodobacterales,800604,T,mrcaott89ott721,T
Karlodinium sp. RS-24,20754,-,-,F
Devosia confluentis,5897778,-,-,T
Chondromyces pediculatus,920720,-,-,T
Volutella rosea,3701356,-,-,T
Thermoflexus hugenholtzii,5373425,-,-,T
Dysteria semilunaris,2828448,-,-,T
Bacillaria sp.,446448,-,-,T
Chaetosphaeria sp. GK-2010,694962,-,-,F
Cryptotrichosporon tibetense,5683207,-,-,T
Xylona heveae,117996,-,-,T
Amphiporus imparispinosus,145279,-,-,F
Mallomonas oviformis,136469,-,-,T
Pseudoalteromonas sp. BCw029,777780,-,-,T
Pedospumella sp. LG-2014a,5603023,-,-,F
Piscirickettsiaceae,193070,T,mrcaott103ott33958,T
Halovibrio sp. HB64,5625521,-,-,F
Nasonia vitripennis,729593,-,-,T
Anaeromassilibacillus sp. Marseille-P3371,7021176,-,-,F
Tetrabaenaceae,1017822,-,-,T
Paramyrothecium roridum,129242,-,-,T
Desulforegula conservatrix,796606,-,-,T
Ureibacillus sp. enrichment culture clone W2-6,5200829,-,-,T
Coprinopsis spilospora,669515,-,-,T
Singulisphaera sp. Io3-4,1096532,-,-,T
Cyphellophora laciniata,1024674,-,-,T
Dysgonomonas sp. PH5-20,5993052,-,-,F
Pedobacter sp.,1083674,T,mrcaott13149ott31885,T
Clunio marinus,192116,-,-,T
Hysterangium separabile,196118,-,-,T
Vishniacozyma dimennae,936638,-,-,T
Prolixibacter denitrificans,5586326,-,-,T
Nitzschia cf. fonticola 2 RT-2009,119375,-,-,T
Setacea atro-brasiliensis,6136543,-,-,T
Methylobacterium iners,720078,-,-,T
Cordyceps sp.,64408,T,mrcaott235ott1190,T
Bacillus marisflavi,174584,-,-,T
Exophiala psychrophila,238344,-,-,T
Encentrum tectipes,1090175,-,-,T
Pseudonocardia acaciae,230800,-,-,T
Ambispora sp.1 SL-2017,7510875,-,-,F
Teichospora grandicipis,1066640,-,-,T
Aspergillus cavernicola,396740,-,-,T
Beroe cucumis,58281,-,-,T
Coprinopsis melanthina,669503,-,-,T
Clitellata,563197,-,-,T
Cirrhipathes anguina,299794,-,-,T
Agaricus xanthodermus,223689,-,-,T
Salispina spinosa,560484,-,-,F
Coronatae,274733,-,-,T
Hafellia dissa,900650,-,-,T
Puccinia pelargonii-zonalis,725467,-,-,T
Paracoccus sp.,703954,-,-,T
Streptomyces sp. FXJ7.086,647299,-,-,T
Hannaella zeae,189370,-,-,T
Craurococcus sp. HM28-1,5380750,-,-,F
Propionigenium maris,386596,-,-,T
Thelephora sp. MH-2012,5222594,-,-,F
Bacillus licheniformis,37595,-,-,T
Emcibacter nanhaiensis,5635871,-,-,T
Weissia controversa,96014,-,-,T
Penicillium senticosum,5310766,-,-,T
Cordycipitaceae,419069,T,ott971709,T
Ochromonas sp. CCMP1393,938610,-,-,T
Metschnikowia sp. 11-1089,5673943,-,-,F
Humicola sp. CY186,793632,-,-,F
Perenniporia ellipsospora,3802942,-,-,T
Fusarium sp.,655794,T,ott971709,T
Hansschlegelia beijingensis,587952,-,-,T
Mycosphaerella sp. CPC 12200,1071185,-,-,F
Azospirillum sp. T2-YC6788,572010,-,-,T
Campylodiscus clypeus,677905,-,-,T
Ochrobactrum sp. p37(2011),1023149,-,-,T
Pyrenophora lolii,634696,-,-,T
Candidatus Nitrososphaera sp. N89-12,5580300,-,-,F
Flammulina velutipes,189792,-,-,T
Terrimonas sp. T16R-129,5887230,-,-,T
Valsa sordida,382306,-,-,T
Ceramiales,674031,-,-,F
Athamas cf. whitmeei JXZ-2013,4692943,-,-,T
Brevundimonas sp.,759647,-,-,T
Cylindrotheca sp. RCC4822,7552050,-,-,F
Coprinus comatus,789172,-,-,T
Cryptomonas marssonii,852290,-,-,T
Saccharomycetales,4085960,-,-,T
Karlodinium veneficum,101878,-,-,T
Pleuronectiformes,883413,T,ott5553751,T
Rhynchostegium riparioides,1045498,-,-,T
Bradya sp. Greenland-RJH-2004,296853,-,-,F
Trochiliopsis australis,2825893,-,-,T
Coleps hirtus,17828,-,-,T
Hemiurosomoida longa,904423,-,-,T
Leptocylindrus minimus,1024262,-,-,T
Methylococcales,193050,-,-,T
Seimatosporium lichenicola,467017,-,-,T
Ancora cf. sagittata,7528405,-,-,T
Gonyaulax sp. AC551,1089582,-,-,F
Aulacomnium palustre,168231,-,-,T
Pseudochilodonopsis sp. 1 WS-2013,5986534,-,-,F
Rachicladosporium eucalypti,5714996,-,-,T
Ascidia ceratodes,1033781,-,-,T
Ulothrix zonata,916141,-,-,T
Nitzschia vitrea,376551,-,-,T
Phenylobacterium sp. TMB1-24,246252,-,-,T
Sphingomonas sp. LP105,5238402,-,-,F
Chlamydomonas sp. CCAP 11/159,307489,-,-,F
Akkermansia muciniphila,39156,-,-,T
Spirochaeta sp. enrichment culture DGGE band 57,5158164,-,-,F
Pluteus brunneidiscus,137346,-,-,T
Simulium reptantoides,5556840,-,-,T
Glaciecola sp. Za3-36-1,273536,-,-,T
Adhaeribacter terreus,658665,-,-,T
Pseudoxanthomonas sp. R-37036,276814,-,-,T
[Candida] carpophila,212647,-,-,T
Psychrobacter sp.,198717,-,-,T
Frateuria aurantia,904879,-,-,T
Cyclotella meneghiniana,422808,-,-,T
Ochrobactrum sp. MSP9,827814,-,-,F
Scelolyperus lecontii,1066778,-,-,T
Yersiniaceae,5998990,T,mrcaott103ott10716,T
Ulvaria splendens,207871,-,-,T
Miladina lecithina,703319,-,-,T
Desulfonatronospira delicata,723376,-,-,T
Sporosalibacterium faouarense,601276,-,-,T
Psychromonas profunda,153884,-,-,T
Pseudoalteromonas sp.,388516,-,-,T
Helicostomella subulata,412283,-,-,T
Zanclea sp. ZX JRH-2014,5441380,-,-,F
Gymnogongrus sp. HugheyJ_6.vii.96,846435,-,-,F
Pullulanibacillus sp. CA42,4794332,-,-,T
Corynebacteriales,282106,-,-,T
Vitreoscilla sp. SN6,5617258,-,-,T
Ciboria sp. FC-2787,7517064,-,-,F
Niabella ginsenosidivorans,927805,-,-,T
Agonimia vouauxii,662222,-,-,T
Acholeplasma sp. DM-2009,None,-,-,F
Klebsormidium crenulatum,413734,-,-,T
Pseudoalteromonas sp. YAAJ-8,321897,-,-,F
Metopidae,627087,-,-,F
Orthodonellidae,1072118,-,-,T
Roseinatronobacter sp. JAM-AL0205,1083635,-,-,F
Amylostereum laevigatum,208176,-,-,T
Ceratobasidiaceae,234858,-,-,T
Coprinellus eurysporus,1040547,-,-,T
Filobasidium stepposum,620343,-,-,T
Pseudaleuria quinaultiana,195804,-,-,T
Flaviaesturariibacter sp.,5887190,-,-,F
Cladophialophora sp. EXP0540F,775446,-,-,F
Pleurosira laevis,959249,-,-,T
Spirofilidae,311153,-,-,F
Smittia sp. 8ES,5823799,-,-,F
Stephanonectria keithii,410035,-,-,T
Ascochyta hordei,502708,-,-,T
Candidatus Chloroploca asiatica,5604766,-,-,T
Purpureocillium lilacinum,691851,-,-,T
Roussoella scabrispora,3729626,-,-,T
Conocybe dumetorum,692826,-,-,T
Cyrtophorida,498743,-,-,T
Flavobacterium fontis,508874,-,-,T
Lemnicola hungarica,573375,-,-,T
Ophiostoma nigrocarpum,520922,-,-,T
Temperatibacter marinus,5357271,-,-,T
Ammoniphilus sp.,917564,-,-,T
Orobdella masaakikuroiwai,5723677,-,-,T
Pseudokeronopsis flava,790714,-,-,T
Alkalimarinus sediminis,5575274,-,-,T
Bullera alba,5683203,-,-,T
Mycobacterium sp. L1864,522501,-,-,F
Alternaria alternata,464784,-,-,T
Gomphonema parvulum,1033662,-,-,T
Occallatibacter savannae,4791181,-,-,T
Cynodontium strumiferum,293928,-,-,T
Streptomyces sp. AB652,554760,-,-,T
Gobiidae,308741,T,mrcaott7815ott9211,T
Opitutus sp. enrichment culture clone Lt-B7,None,-,-,F
Taibaiella coffeisoli,5615572,-,-,T
Marasmius bondoi,4935910,-,-,T
Polydora sp. MT2,5705135,-,-,T
Draconarius sp. SD002,7107008,-,-,F
Distichlis littoralis,391781,-,-,T
Philodina megalotrocha,400740,-,-,T
Hydrogenophilus hirschii,910753,-,-,T
Agaribacterium haliotis,7031789,-,-,F
Oceanospirillum multiglobuliferum,388232,-,-,T
Meliniomyces variabilis,449958,-,-,T
Selaginella willdenowii,1058273,-,-,T
Denitratisoma oestradiolicum,87206,-,-,T
Amphora sp. MBIC10098,667011,-,-,T
Pseudomonas sp. ND10,940867,-,-,F
Luteimonas pelagia,940906,-,-,T
Harpacticus sp. France_RJH_2007,535415,-,-,T
Phlebiella sp. 128 VM-2015,5984984,-,-,F
Amaricoccus tamworthensis,142059,-,-,T
Bradyrhizobium ottawaense,106907,-,-,T
Phomopsis sp. 8.4.1,5980834,-,-,F
Mycena citrinomarginata,755364,-,-,T
Pluteus longistriatus,558818,-,-,T
Brachythecium rutabulum,734784,-,-,T
Tetillidae,336985,T,ott5653643,T
Frontoniidae,627608,-,-,F
Cyanea tzetlinii,5673307,-,-,T
Calditrichaeota,7017260,-,-,F
Agaricus campestris,112640,-,-,T
Sphingomonas sp. PVL18,936418,-,-,T
Paraphaeosphaeria neglecta,781339,-,-,T
Ureibacillus sp. R-26349,20358,-,-,T
Corallimorpharia,905399,-,-,T
Mechercharimyces mesophilus,123156,-,-,T
Lecane cornuta,429869,-,-,T
Roseovarius azorensis,4781311,-,-,T
Filosporella versimorpha,4094399,-,-,T
Solibacterales,1040236,-,-,F
Limnadia lenticularis,401740,-,-,T
Hypomyces sp.,153816,T,ott971709,T
Glaphyrymenia sp. 1WA,5288213,-,-,F
Cellulomonas sp. INBio2553I,238499,-,-,F
Hyphomonas johnsonii,1014476,-,-,T
Siccationidurans antarcticus,349185,-,-,T
Paranais frici,549857,-,-,T
Humicola sp.,888944,-,-,T
Festuca ulochaeta,550509,-,-,T
Botryosphaeriaceae,33903,T,ott641496,T
Cheyletidae,855916,-,-,T
Corallophila eatoniana,878533,-,-,T
Glomus sp. 16 SUN-2011,252788,-,-,F
Gastrocirrhus monilifer,351957,-,-,T
Inocybe glabripes,200408,-,-,T
Tremella indecorata,269697,-,-,T
Pythium glomeratum,623761,-,-,T
Metschnikowia krissii,421715,-,-,T
Sphaerostilbella berkeleyana,409106,-,-,T
Alkalibacterium sp. M1-12,7019187,-,-,F
Lophiotrema bambusae,7513353,-,-,T
Nitrospira sp. enrichment culture clone 83,None,-,-,F
Sediminibacterium sp. B2-10-2,4768349,-,-,F
Lewinella maritima,5234208,-,-,T
Urceolaria korschelti,653636,-,-,T
Actinophytocola sediminis,5370403,-,-,T
Nakamurellaceae,805878,-,-,T
Myrtapenidiella sporadicae,7512229,-,-,T
Scenedesmus quadricauda,5152847,-,-,T
Thelephora ganbajun,245765,-,-,T
Oerstedia dorsalis,676979,-,-,T
Marrus sp. 1 BO-2009,470396,-,-,T
Rhizopogon sp. OSC 58561LANF,191059,-,-,F
Diaporthe toxica,3698711,-,-,T
Caulobacter profundus,5238656,-,-,T
Cosmochthonius lanatus,1032230,-,-,T
Spumella sp. 9-1-D1,4029302,-,-,F
Preussia sp. SGLMf14,438854,-,-,T
Hypnea charoides,522205,-,-,T
Peziza echinospora,454760,-,-,T
Methylobacterium sp. AG46,5253939,-,-,F
Auricularia fuscosuccinea,345002,-,-,T
Porella platyphylloidea,369689,-,-,T
Xysticus ferox,87059,-,-,T
Phaffia sp. CBS 11768,517845,-,-,F
Flavobacterium caeni,196809,-,-,T
Heterosigma akashiwo,427257,-,-,T
Trochochilodon flavus,107100,-,-,T
Hordeum murinum,1054626,-,-,T
Carboxydothermus ferrireducens,159066,-,-,T
Glycocaulis abyssi,5283924,-,-,T
Erythrocladia sp.,804522,-,-,T
Aphanochaete confervicola,750360,-,-,T
Halomonas sp. BR055,121996,-,-,F
Rhizophagus sp. S1,5670661,-,-,F
Lachnellula calyciformis,753217,-,-,T
Ochrobactrum sp. Yw15,883096,-,-,T
Cortinarius junghuhnii,697127,-,-,T
Lysobacter caeni,5377654,-,-,T
Coleochaete sp. 327d3,453651,-,-,F
Candidatus Halomonas phosphatis,459902,-,-,T
Tomentella sp. AFTOL-ID 1016,332449,-,-,F
Rhabdopleura normani,478646,-,-,T
Albugo candida,47845,-,-,T
Mychodea acanthymenia,174329,-,-,T
Bradyrhizobium sp. ISLU12,481278,-,-,T
Pyropia sp. CHK,5923624,-,-,F
Chondria sp.,239002,-,-,T
Eunotia sp. 116,5655734,-,-,F
Dioszegia sp. YA-2016,5985551,-,-,F
Bacillus pumilus,37567,-,-,T
Pseudoalteromonadaceae,462337,-,-,T
Sediminibacterium salmoneum,98936,-,-,T
Galzinia longibasidia,3807317,-,-,T
[Candida] railenensis,588396,-,-,T
Vibrio campbellii,77949,-,-,T
Desulfonema sp. enrichment culture clone CIBANICRA-SRB43,None,-,-,F
Inocybe grammopodia,827852,-,-,T
Stylaster cf. multiplex AL-2008,23453,-,-,T
Myrtapenidiella pleurocarpae,7512228,-,-,T
Melanogaster variegatus,859492,-,-,T
Clypeosphaeria mamillana,173687,-,-,T
Nevskia ramosa,282163,-,-,T
Bacillus sp. R-33857,163566,-,-,T
Cephalodella gibba,492250,-,-,T
Phaeotremella sp.,None,-,-,F
Rhodospirillaceae,810826,T,mrcaott143ott13668,T
Auricularia auricula-judae,567825,-,-,T
Achlya bisexualis,555788,-,-,T
Armophorida,850185,-,-,T
Arthrobacter sp. A2027,50405,-,-,F
Chitinimonas sp. HME7960,194421,-,-,T
Mesenchytraeus cf. pedatus SL-2017,7486907,-,-,T
Halobacillus sp. YACS19,65974,-,-,F
Dongia sp. CB 286422,5900714,-,-,T
Filobasidium uniguttulatum,133075,-,-,T
Nitrospirillum amazonense,878819,-,-,T
Schizomeris leibleinii,401401,-,-,T
Pythium sp. YYL-2011b,4028907,-,-,F
Mariannaea dimorpha,5481815,-,-,T
Hymenochaetales,193965,T,ott1012685,T
Mazzaella flaccida,948486,-,-,T
Azospirillum canadense,733886,-,-,T
Sporobolomyces ruberrimus,912500,-,-,T
Parvularcula lutaonensis,287125,-,-,T
Phaeosphaeria juncicola,883664,-,-,T
Ramularia collo-cygni,514702,-,-,T
Rhizophagus irregularis,403130,-,-,T
Cyrtolophosis mucicola,81749,-,-,T
Pseudomonas sp. An30H-SC-S,389903,-,-,F
Ulva flexuosa,876079,-,-,T
